CPU_Utilization,Disk_IO_Rate,Downtime (Hours),Log_ID,Memory_Utilization,Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Server_Cluster_x,Server_ID,Timestamp,Uptime (Hours),Network_Throughput_MBps,Hostname,IP_Address,OS_Type,Server_Location,Admin_Name,Server_Cluster_y,Admin_Email,Admin_Phone,Anomaly_Flag
47.16,77.82,1.17,Station1_LOG01367,66.84,10.13,17.6,CL-2,SRV026,2025-08-02 04:13:00,842.35,13.865000000000002,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
20.53,65.8,9.25,Station1_LOG01368,81.95,11.58,10.02,CL-4,SRV056,2025-08-01 09:51:00,762.48,10.8,host-056,10.0.140.244,Windows,New York,George,CL-4,george@xyzcorp.com,+1-202-749-4405,Normal
33.11,36.0,0.83,Station1_LOG01369,57.29,22.88,23.32,CL-9,SRV020,2025-08-02 20:20:00,432.07,23.1,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,Normal
38.86,0.0,5.29,Station1_LOG01370,54.68,5.44,0.0,CL-6,SRV035,2025-08-02 14:28:00,148.77,2.72,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,Normal
56.08,41.21,9.0,Station1_LOG01371,22.34,10.1,17.01,CL-3,SRV012,2025-08-02 14:35:00,770.31,13.555,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591,Normal
67.04,37.78,0.15,Station1_LOG01372,54.72,15.0,4.37,CL-3,SRV073,2025-08-02 12:09:00,519.72,9.685,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405,Normal
27.54,61.63,7.61,Station1_LOG01373,38.12,20.72,18.33,CL-7,SRV031,2025-08-01 22:22:00,949.32,19.525,host-031,10.0.74.72,Linux,London,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215,Normal
90.79,50.05,2.82,Station1_LOG01374,32.06,21.5,18.98,CL-2,SRV019,2025-08-02 23:20:00,286.28,20.240000000000002,host-019,10.0.37.201,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,High Load
25.65,40.94,3.88,Station1_LOG01375,71.07,5.57,3.53,CL-4,SRV096,2025-08-01 08:20:00,409.4,4.55,host-096,10.0.247.66,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,Normal
35.01,15.77,7.67,Station1_LOG01376,22.04,23.18,12.58,CL-2,SRV026,2025-08-01 02:50:00,725.24,17.88,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
15.33,29.38,1.08,Station1_LOG01377,66.8,12.93,1.75,CL-4,SRV010,2025-08-02 15:51:00,825.63,7.34,host-010,10.0.44.34,Linux,London,Charlie,CL-4,charlie@xyzcorp.com,+1-202-817-1167,Normal
73.39,76.11,6.02,Station1_LOG01378,88.52,14.55,3.28,CL-7,SRV031,2025-08-01 10:09:00,617.2,8.915000000000001,host-031,10.0.74.72,Linux,London,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215,Normal
40.79,26.94,8.71,Station1_LOG01379,41.03,16.33,21.71,CL-2,SRV019,2025-08-02 05:24:00,334.29,19.02,host-019,10.0.37.201,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
28.93,66.91,4.72,Station1_LOG01380,83.59,3.21,6.45,CL-10,SRV041,2025-08-02 13:04:00,905.72,4.83,host-041,10.0.187.69,Linux,Mumbai,Hannah,CL-10,hannah@xyzcorp.com,+1-202-151-5538,Normal
45.89,45.27,6.24,Station1_LOG01381,62.92,8.6,23.14,CL-3,SRV012,2025-08-01 08:47:00,832.96,15.870000000000001,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591,Normal
56.78,51.28,5.77,Station1_LOG01382,60.28,12.18,0.0,CL-3,SRV012,2025-08-01 10:28:00,452.65,6.09,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591,Normal
21.69,47.26,9.66,Station1_LOG01383,75.0,22.6,11.32,CL-1,SRV023,2025-08-01 21:28:00,637.09,16.96,host-023,10.0.60.118,Windows,Singapore,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,Normal
74.74,0.0,4.59,Station1_LOG01384,76.15,26.61,8.12,CL-4,SRV006,2025-08-01 02:56:00,900.03,17.365,host-006,10.0.232.230,Windows,Mumbai,Alice,CL-4,alice@xyzcorp.com,+1-202-531-6896,Normal
62.62,59.09,6.91,Station1_LOG01385,45.86,20.62,11.99,CL-9,SRV054,2025-08-02 20:47:00,571.03,16.305,host-054,10.0.204.57,Windows,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167,Normal
88.53,14.31,2.35,Station1_LOG01386,37.24,10.6,9.85,CL-4,SRV010,2025-08-02 10:25:00,420.61,10.225,host-010,10.0.44.34,Linux,London,Charlie,CL-4,charlie@xyzcorp.com,+1-202-817-1167,High Load
84.24,68.76,7.71,Station1_LOG01387,69.38,6.78,14.93,CL-2,SRV013,2025-08-02 06:41:00,989.09,10.855,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
16.37,15.17,3.96,Station1_LOG01388,61.42,24.39,16.92,CL-1,SRV070,2025-08-01 17:34:00,779.12,20.655,host-070,10.0.46.35,Linux,Singapore,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538,Normal
73.33,5.82,2.94,Station1_LOG01389,0.0,16.46,12.86,CL-3,SRV005,2025-08-01 14:46:00,644.96,14.66,host-005,10.0.39.146,Windows,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,Normal
39.76,12.56,5.75,Station1_LOG01390,0.0,29.5,20.33,CL-9,SRV054,2025-08-02 13:56:00,588.23,24.915,host-054,10.0.204.57,Windows,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167,Normal
38.64,34.41,2.73,Station1_LOG01391,72.55,13.94,2.85,CL-3,SRV074,2025-08-01 22:46:00,163.61,8.395,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,Normal
56.63,70.73,4.48,Station1_LOG01392,82.49,19.61,13.83,CL-10,SRV014,2025-08-02 16:33:00,409.8,16.72,host-014,10.0.7.78,Windows,Mumbai,Fiona,CL-10,fiona@xyzcorp.com,+1-202-230-1591,Normal
51.82,69.76,0.17,Station1_LOG01393,41.51,18.79,19.85,CL-3,SRV074,2025-08-01 00:57:00,872.14,19.32,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,Normal
20.0,76.79,7.33,Station1_LOG01394,70.91,7.49,0.52,CL-7,SRV027,2025-08-01 23:24:00,441.14,4.005,host-027,10.0.70.125,Linux,Singapore,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215,Normal
90.63,16.33,2.56,Station1_LOG01395,66.89,1.02,0.0,CL-2,SRV045,2025-08-02 18:02:00,982.66,0.51,host-045,10.0.248.214,Linux,New York,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,High Load
12.9,31.89,5.14,Station1_LOG01396,64.79,12.05,1.01,CL-4,SRV010,2025-08-02 12:37:00,121.7,6.53,host-010,10.0.44.34,Linux,London,Charlie,CL-4,charlie@xyzcorp.com,+1-202-817-1167,Normal
41.48,30.8,9.87,Station1_LOG01397,85.51,11.91,4.78,CL-1,SRV089,2025-08-01 18:20:00,934.72,8.345,host-089,10.0.225.14,Windows,Frankfurt,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538,Normal
69.48,42.6,5.49,Station1_LOG01398,86.07,14.36,5.22,CL-3,SRV012,2025-08-01 05:16:00,517.56,9.79,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591,Normal
62.69,14.29,1.11,Station1_LOG01399,87.12,8.41,20.31,CL-2,SRV028,2025-08-02 21:27:00,598.27,14.36,host-028,10.0.151.99,Linux,Singapore,Fiona,CL-2,fiona@xyzcorp.com,+1-202-230-1591,Normal
23.22,73.52,4.36,Station1_LOG01400,53.63,4.23,11.49,CL-2,SRV013,2025-08-02 23:09:00,904.08,7.86,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
57.35,18.08,4.63,Station1_LOG01401,62.37,26.9,19.96,CL-5,SRV067,2025-08-01 10:46:00,143.74,23.43,host-067,10.0.93.42,Linux,Mumbai,Hannah,CL-5,hannah@xyzcorp.com,+1-202-151-5538,Normal
41.11,67.37,7.63,Station1_LOG01402,0.0,3.54,16.1,CL-5,SRV067,2025-08-01 17:15:00,278.79,9.82,host-067,10.0.93.42,Linux,Mumbai,Hannah,CL-5,hannah@xyzcorp.com,+1-202-151-5538,Normal
41.09,48.01,2.63,Station1_LOG01403,25.68,28.32,6.36,CL-10,SRV041,2025-08-02 05:25:00,213.79,17.34,host-041,10.0.187.69,Linux,Mumbai,Hannah,CL-10,hannah@xyzcorp.com,+1-202-151-5538,Normal
90.52,10.07,8.12,Station1_LOG01404,86.54,8.86,9.03,CL-4,SRV056,2025-08-02 13:30:00,753.46,8.945,host-056,10.0.140.244,Windows,New York,George,CL-4,george@xyzcorp.com,+1-202-749-4405,High Load
87.7,0.0,4.28,Station1_LOG01405,25.28,17.19,14.43,CL-2,SRV045,2025-08-01 11:14:00,598.34,15.81,host-045,10.0.248.214,Linux,New York,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,High Load
52.6,20.07,5.97,Station1_LOG01406,64.63,16.71,22.2,CL-2,SRV028,2025-08-01 15:33:00,218.02,19.455,host-028,10.0.151.99,Linux,Singapore,Fiona,CL-2,fiona@xyzcorp.com,+1-202-230-1591,Normal
80.97,68.2,0.65,Station1_LOG01407,89.52,2.78,21.12,CL-1,SRV089,2025-08-02 07:01:00,353.42,11.950000000000001,host-089,10.0.225.14,Windows,Frankfurt,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538,Normal
14.84,0.0,3.91,Station1_LOG01408,64.05,17.93,21.43,CL-7,SRV011,2025-08-02 20:59:00,917.99,19.68,host-011,10.0.220.226,Windows,Singapore,Fiona,CL-7,fiona@xyzcorp.com,+1-202-230-1591,Normal
86.96,50.3,0.53,Station1_LOG01409,68.91,0.95,3.82,CL-9,SRV020,2025-08-02 10:32:00,458.96,2.385,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,High Load
85.06,25.44,8.39,Station1_LOG01410,80.53,8.54,11.02,CL-4,SRV096,2025-08-01 18:03:00,593.27,9.78,host-096,10.0.247.66,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,High Load
75.01,26.78,4.83,Station1_LOG01411,0.0,6.37,11.22,CL-7,SRV046,2025-08-01 14:46:00,623.37,8.795,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405,Normal
23.45,72.17,7.24,Station1_LOG01412,32.47,15.02,17.49,CL-2,SRV019,2025-08-01 10:39:00,159.29,16.255,host-019,10.0.37.201,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
32.9,60.18,3.26,Station1_LOG01413,68.67,11.92,7.2,CL-3,SRV074,2025-08-02 19:23:00,194.09,9.56,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,Normal
43.5,48.3,9.13,Station1_LOG01414,72.62,29.93,4.95,CL-4,SRV056,2025-08-02 20:50:00,471.17,17.44,host-056,10.0.140.244,Windows,New York,George,CL-4,george@xyzcorp.com,+1-202-749-4405,Normal
69.2,9.51,1.23,Station1_LOG01415,60.54,24.95,9.25,CL-3,SRV073,2025-08-01 16:29:00,636.12,17.1,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405,Normal
20.15,39.42,0.44,Station1_LOG01416,45.34,22.14,5.47,CL-2,SRV028,2025-08-01 07:20:00,970.0,13.805,host-028,10.0.151.99,Linux,Singapore,Fiona,CL-2,fiona@xyzcorp.com,+1-202-230-1591,Normal
48.9,76.04,1.25,Station1_LOG01417,20.55,14.76,24.06,CL-1,SRV078,2025-08-01 21:33:00,805.23,19.41,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405,Normal
22.16,56.85,9.16,Station1_LOG01418,68.02,18.78,19.74,CL-2,SRV028,2025-08-02 15:11:00,227.13,19.259999999999998,host-028,10.0.151.99,Linux,Singapore,Fiona,CL-2,fiona@xyzcorp.com,+1-202-230-1591,Normal
39.72,43.0,0.02,Station1_LOG01419,39.45,19.21,14.78,CL-1,SRV089,2025-08-01 01:23:00,233.98,16.995,host-089,10.0.225.14,Windows,Frankfurt,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538,Normal
45.87,25.28,3.59,Station1_LOG01420,77.29,3.1,9.02,CL-7,SRV046,2025-08-01 08:32:00,838.37,6.06,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405,Normal
65.91,66.95,5.31,Station1_LOG01421,52.48,0.86,19.48,CL-9,SRV048,2025-08-02 07:55:00,966.18,10.17,host-048,10.0.64.1,Linux,Frankfurt,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591,Normal
82.0,38.66,6.09,Station1_LOG01422,31.16,19.21,11.09,CL-7,SRV031,2025-08-02 21:37:00,424.12,15.15,host-031,10.0.74.72,Linux,London,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215,Normal
37.27,19.73,0.55,Station1_LOG01423,23.06,9.42,21.59,CL-2,SRV026,2025-08-02 14:32:00,476.03,15.504999999999999,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
61.01,26.32,0.36,Station1_LOG01424,56.47,14.52,20.48,CL-7,SRV046,2025-08-02 00:13:00,738.57,17.5,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405,Normal
73.84,79.37,8.94,Station1_LOG01425,62.18,28.03,22.0,CL-7,SRV046,2025-08-02 20:34:00,276.04,25.015,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405,Normal
63.91,39.01,3.49,Station1_LOG01426,36.17,29.61,1.96,CL-3,SRV005,2025-08-01 00:39:00,826.69,15.785,host-005,10.0.39.146,Windows,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,Normal
58.98,75.06,5.52,Station1_LOG01427,20.81,8.7,23.27,CL-1,SRV089,2025-08-02 02:57:00,488.9,15.985,host-089,10.0.225.14,Windows,Frankfurt,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538,Normal
84.02,15.84,9.6,Station1_LOG01428,0.0,4.39,14.95,CL-2,SRV013,2025-08-01 16:38:00,884.52,9.67,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
68.6,78.24,7.45,Station1_LOG01429,57.63,5.48,23.26,CL-2,SRV026,2025-08-01 15:00:00,322.02,14.370000000000001,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
73.58,10.49,8.14,Station1_LOG01430,31.65,14.63,20.98,CL-9,SRV084,2025-08-01 07:36:00,730.74,17.805,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,Normal
56.21,33.94,4.67,Station1_LOG01431,24.59,8.8,18.64,CL-3,SRV074,2025-08-02 19:40:00,920.64,13.72,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,Normal
10.63,49.18,8.79,Station1_LOG01432,43.78,27.84,2.79,CL-3,SRV073,2025-08-01 10:09:00,730.25,15.315,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405,Normal
94.72,42.49,6.65,Station1_LOG01433,89.78,14.35,1.49,CL-3,SRV073,2025-08-02 18:26:00,786.28,7.92,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405,High Load
65.01,25.95,4.31,Station1_LOG01434,54.29,1.88,9.18,CL-4,SRV096,2025-08-02 09:19:00,853.58,5.529999999999999,host-096,10.0.247.66,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,Normal
72.05,26.82,6.2,Station1_LOG01435,55.28,13.99,0.85,CL-1,SRV077,2025-08-01 04:30:00,808.99,7.42,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,Normal
58.41,11.01,9.31,Station1_LOG01436,50.9,3.09,24.89,CL-7,SRV011,2025-08-02 14:46:00,343.68,13.99,host-011,10.0.220.226,Windows,Singapore,Fiona,CL-7,fiona@xyzcorp.com,+1-202-230-1591,Normal
22.73,79.22,1.45,Station1_LOG01437,64.69,25.58,17.49,CL-2,SRV016,2025-08-02 10:59:00,434.16,21.534999999999997,host-016,10.0.2.195,Windows,Mumbai,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
42.41,55.02,5.26,Station1_LOG01438,86.81,16.87,24.52,CL-1,SRV078,2025-08-02 17:17:00,606.49,20.695,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405,Normal
32.69,55.04,2.07,Station1_LOG01439,34.47,22.4,15.33,CL-2,SRV029,2025-08-02 10:10:00,312.23,18.865,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405,Normal
57.76,78.25,9.98,Station1_LOG01440,74.51,7.91,13.73,CL-2,SRV019,2025-08-01 10:23:00,977.84,10.82,host-019,10.0.37.201,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
73.98,36.88,0.58,Station1_LOG01441,71.74,2.96,15.0,CL-10,SRV041,2025-08-02 22:42:00,641.64,8.98,host-041,10.0.187.69,Linux,Mumbai,Hannah,CL-10,hannah@xyzcorp.com,+1-202-151-5538,Normal
31.08,45.3,3.71,Station1_LOG01442,38.77,14.8,17.25,CL-9,SRV048,2025-08-01 10:23:00,929.16,16.025,host-048,10.0.64.1,Linux,Frankfurt,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591,Normal
89.64,69.08,6.02,Station1_LOG01443,0.0,24.27,11.3,CL-9,SRV048,2025-08-01 05:38:00,195.4,17.785,host-048,10.0.64.1,Linux,Frankfurt,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591,High Load
88.62,53.75,3.03,Station1_LOG01444,54.0,8.03,22.85,CL-3,SRV074,2025-08-01 11:17:00,297.52,15.440000000000001,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,High Load
77.13,6.88,1.07,Station1_LOG01445,59.39,15.55,1.43,CL-8,SRV001,2025-08-02 03:40:00,199.28,8.49,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405,Normal
57.22,24.06,5.77,Station1_LOG01446,89.58,5.73,22.59,CL-8,SRV094,2025-08-02 17:37:00,606.06,14.16,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,Normal
10.07,31.76,8.15,Station1_LOG01447,78.32,2.46,10.06,CL-1,SRV050,2025-08-02 05:31:00,899.68,6.26,host-050,10.0.187.128,Linux,Singapore,Alice,CL-1,alice@xyzcorp.com,+1-202-531-6896,Normal
75.31,0.0,0.05,Station1_LOG01448,62.67,25.15,7.61,CL-9,SRV036,2025-08-02 17:51:00,965.25,16.38,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896,Normal
74.1,57.75,6.65,Station1_LOG01449,48.4,17.19,15.35,CL-6,SRV035,2025-08-02 19:00:00,764.68,16.27,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,Normal
50.97,0.0,3.92,Station1_LOG01450,34.19,26.2,16.88,CL-1,SRV050,2025-08-02 07:24:00,133.01,21.54,host-050,10.0.187.128,Linux,Singapore,Alice,CL-1,alice@xyzcorp.com,+1-202-531-6896,Normal
19.01,13.09,8.56,Station1_LOG01451,85.88,22.71,0.66,CL-1,SRV070,2025-08-01 23:02:00,452.06,11.685,host-070,10.0.46.35,Linux,Singapore,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538,Normal
81.7,10.74,6.51,Station1_LOG01452,86.87,6.27,6.55,CL-4,SRV081,2025-08-02 10:32:00,407.26,6.41,host-081,10.0.91.217,Windows,London,Ethan,CL-4,ethan@xyzcorp.com,+1-202-853-1213,Normal
42.36,37.91,6.04,Station1_LOG01453,35.82,13.83,6.08,CL-4,SRV032,2025-08-02 20:02:00,177.06,9.955,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,Normal
65.26,44.6,3.37,Station1_LOG01454,26.36,4.77,1.03,CL-8,SRV043,2025-08-01 17:30:00,671.5,2.9,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215,Normal
72.46,0.0,6.58,Station1_LOG01455,51.13,4.9,24.33,CL-9,SRV020,2025-08-01 17:57:00,392.06,14.614999999999998,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,Normal
63.24,34.95,2.84,Station1_LOG01456,61.77,12.18,0.76,CL-2,SRV045,2025-08-02 09:49:00,568.64,6.47,host-045,10.0.248.214,Linux,New York,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
51.72,61.6,0.76,Station1_LOG01457,0.0,20.63,8.63,CL-2,SRV028,2025-08-01 20:29:00,501.1,14.629999999999999,host-028,10.0.151.99,Linux,Singapore,Fiona,CL-2,fiona@xyzcorp.com,+1-202-230-1591,Normal
37.01,62.85,1.51,Station1_LOG01458,46.75,15.1,22.59,CL-2,SRV028,2025-08-01 11:54:00,328.38,18.845,host-028,10.0.151.99,Linux,Singapore,Fiona,CL-2,fiona@xyzcorp.com,+1-202-230-1591,Normal
78.85,28.73,0.09,Station1_LOG01459,64.01,22.94,19.55,CL-10,SRV014,2025-08-01 13:32:00,601.31,21.245,host-014,10.0.7.78,Windows,Mumbai,Fiona,CL-10,fiona@xyzcorp.com,+1-202-230-1591,Normal
14.79,62.9,7.92,Station1_LOG01460,44.56,7.12,20.58,CL-3,SRV074,2025-08-02 10:59:00,229.91,13.85,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,Normal
41.55,69.77,9.49,Station1_LOG01461,85.85,8.88,16.52,CL-6,SRV035,2025-08-02 08:15:00,769.36,12.7,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,Normal
79.25,69.58,7.22,Station1_LOG01462,61.39,4.81,9.59,CL-9,SRV066,2025-08-01 07:44:00,600.85,7.199999999999999,host-066,10.0.248.134,Linux,Frankfurt,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,Normal
62.25,12.13,4.46,Station1_LOG01463,74.35,1.16,24.84,CL-4,SRV081,2025-08-02 02:00:00,262.11,13.0,host-081,10.0.91.217,Windows,London,Ethan,CL-4,ethan@xyzcorp.com,+1-202-853-1213,Normal
78.27,28.15,9.12,Station1_LOG01464,0.0,20.72,13.76,CL-2,SRV013,2025-08-01 22:06:00,849.29,17.24,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
81.36,63.85,2.79,Station1_LOG01465,0.0,27.35,21.95,CL-2,SRV016,2025-08-01 21:16:00,876.58,24.65,host-016,10.0.2.195,Windows,Mumbai,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
65.11,75.72,2.09,Station1_LOG01466,29.86,11.65,0.0,CL-10,SRV014,2025-08-02 23:31:00,766.08,5.825,host-014,10.0.7.78,Windows,Mumbai,Fiona,CL-10,fiona@xyzcorp.com,+1-202-230-1591,Normal
74.13,69.27,2.7,Station1_LOG01467,41.44,3.02,16.6,CL-3,SRV097,2025-08-01 21:19:00,959.58,9.81,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,Normal
73.5,38.05,9.14,Station1_LOG01468,78.45,1.03,13.66,CL-3,SRV073,2025-08-01 03:45:00,850.36,7.345,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405,Normal
59.51,13.98,5.69,Station1_LOG01469,79.18,23.67,5.29,CL-3,SRV097,2025-08-01 15:22:00,177.28,14.48,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,Normal
34.94,24.87,2.25,Station1_LOG01470,0.0,11.39,23.26,CL-2,SRV071,2025-08-02 00:36:00,229.78,17.325000000000003,host-071,10.0.214.19,Linux,Frankfurt,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
28.21,78.25,3.57,Station1_LOG01471,28.68,24.35,4.36,CL-2,SRV071,2025-08-02 22:06:00,196.57,14.355,host-071,10.0.214.19,Linux,Frankfurt,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
21.16,0.0,0.77,Station1_LOG01472,50.15,23.79,2.67,CL-9,SRV066,2025-08-02 13:22:00,964.41,13.23,host-066,10.0.248.134,Linux,Frankfurt,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,Normal
94.23,53.14,6.51,Station1_LOG01473,69.16,17.24,9.91,CL-6,SRV017,2025-08-01 01:25:00,672.16,13.575,host-017,10.0.188.240,Windows,Mumbai,Ethan,CL-6,ethan@xyzcorp.com,+1-202-853-1213,High Load
64.74,13.47,1.03,Station1_LOG01474,44.44,13.1,22.66,CL-2,SRV091,2025-08-02 14:05:00,819.34,17.88,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
40.92,34.65,0.47,Station1_LOG01475,56.9,18.32,7.07,CL-10,SRV082,2025-08-02 09:18:00,642.56,12.695,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213,Normal
22.29,79.46,8.35,Station1_LOG01476,70.1,22.46,13.77,CL-2,SRV019,2025-08-01 01:02:00,392.47,18.115000000000002,host-019,10.0.37.201,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
69.78,67.91,7.45,Station1_LOG01477,0.0,25.54,10.99,CL-10,SRV082,2025-08-02 18:57:00,664.05,18.265,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213,Normal
78.75,0.0,1.25,Station1_LOG01478,39.19,24.92,21.16,CL-3,SRV097,2025-08-01 04:02:00,669.53,23.04,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,Normal
63.78,44.88,7.06,Station1_LOG01479,41.08,23.76,12.11,CL-4,SRV006,2025-08-01 20:25:00,914.01,17.935000000000002,host-006,10.0.232.230,Windows,Mumbai,Alice,CL-4,alice@xyzcorp.com,+1-202-531-6896,Normal
